archetype_1,archetype_2,mu_win,mu_n,mu_wr
Ekko/Jinx (PZ/SH),Pyke/Rek'Sai (BW/SH),7,12,0.583333333333333
Janna/Nilah (BW/PZ),Teemo (BC/PZ),7,12,0.583333333333333
Janna/Nilah (BW/PZ),Janna/Seraphine (BC/PZ),7,12,0.583333333333333
Maokai/Nautilus (BW/SI),Karma/Sett (IO/PZ),7,12,0.583333333333333
Ashe/LeBlanc (FR/NX),Ahri/Kennen (IO/NX),7,12,0.583333333333333
Jax/Ornn (FR/RU),Nidalee (BC/SH),7,12,0.583333333333333
Ashe/LeBlanc (FR/NX),Aurelion Sol/Volibear (FR/MT),7,12,0.583333333333333
Gwen/Vayne (DE/SI),Karma/Sett (IO/PZ),7,12,0.583333333333333
Pyke/Rek'Sai (BW/SH),Ekko/Jinx (PZ/SH),5,12,0.416666666666667
Teemo (BC/PZ),Janna/Nilah (BW/PZ),5,12,0.416666666666667
Janna/Seraphine (BC/PZ),Janna/Nilah (BW/PZ),5,12,0.416666666666667
Karma/Sett (IO/PZ),Maokai/Nautilus (BW/SI),5,12,0.416666666666667
Ahri/Kennen (IO/NX),Ashe/LeBlanc (FR/NX),5,12,0.416666666666667
Nidalee (BC/SH),Jax/Ornn (FR/RU),5,12,0.416666666666667
Aurelion Sol/Volibear (FR/MT),Ashe/LeBlanc (FR/NX),5,12,0.416666666666667
Karma/Sett (IO/PZ),Gwen/Vayne (DE/SI),5,12,0.416666666666667
Gnar/Jarvan IV (DE/FR),Ahri/Kennen (IO/MT),1,3,0.333333333333333
Ahri/Kennen (IO/NX),Kalista/Norra (BC/SI),1,3,0.333333333333333
Jack/Sett (BW/IO),Shyvana/Yuumi (DE/MT),1,3,0.333333333333333
Ashe/Volibear (FR/SI),Janna/Nilah (BW/PZ),1,3,0.333333333333333
Volibear (FR/MT),Janna/Teemo (DE/PZ),1,3,0.333333333333333
Janna/Seraphine (NX/PZ),Akshan/Pantheon (MT/SH),1,3,0.333333333333333
Shyvana/Volibear (DE/FR),Pyke/Rek'Sai (BW/SH),1,3,0.333333333333333
Akshan/Varus (SH/RU),Janna/Seraphine (PZ/SI),1,3,0.333333333333333
Gnar/Jarvan IV (DE/FR),Janna/Seraphine (PZ/SI),1,3,0.333333333333333
Gwen/Vayne (DE/SI),Gnar/Neeko (FR/RU),1,3,0.333333333333333
Akshan (SH),Jax/Ornn (FR/RU),1,3,0.333333333333333
Volibear (BW/FR),Pyke/Rek'Sai (BW/SH),1,3,0.333333333333333
Viego (SI/SH),Pyke/Rek'Sai (BW/SH),1,3,0.333333333333333
Bard/Janna (RU/PZ),Akshan/Samira (NX/SH),1,3,0.333333333333333
Janna/Volibear (FR/PZ),Teemo (BC/PZ),1,3,0.333333333333333
Annie/Gwen (NX/SI),Janna/Volibear (FR/PZ),1,3,0.333333333333333
Karma/Sett (IO/PZ),Gnar/Volibear (FR/NX),1,3,0.333333333333333
Ahri/Kennen (IO/NX),Janna/Volibear (FR/PZ),1,3,0.333333333333333
Galio/Garen (DE/FR),Aatrox/Kayn (RU/RU),1,3,0.333333333333333
Teemo (BC/PZ),Kayn/Vayne (DE/RU),1,3,0.333333333333333
Ashe/Nocturne (FR/SI),Jack/Sett (BW/IO),1,3,0.333333333333333
Janna/Nilah (BW/PZ),Garen/Jarvan IV (DE),1,3,0.333333333333333
Akshan/Nasus (SI/SH),Jack/Sett (BW/IO),1,3,0.333333333333333
Jack/Sett (BW/IO),Neeko/Norra (BC/RU),1,3,0.333333333333333
Gnar/Jarvan IV (DE/FR),Ekko/Jinx (PZ/SH),1,3,0.333333333333333
Karma/Sett (IO/PZ),Kayle/The Poro King (MT/RU),1,3,0.333333333333333
Gnar/Jarvan IV (DE/FR),Malphite/Taliyah (MT/SH),1,3,0.333333333333333
Ahri/Kennen (FR/IO),Lissandra/Volibear (BW/FR),1,3,0.333333333333333
Viego (NX/SI),Heimerdinger/Jayce (PZ/SI),1,3,0.333333333333333
Aatrox/Vayne (RU/DE),Sion/Viego (NX/SI),1,3,0.333333333333333
Akshan/Pantheon (MT/SH),Gnar/Vayne (DE/FR),1,3,0.333333333333333
Janna (MT/PZ),Ahri/Kennen (IO/SH),1,3,0.333333333333333
Akshan/Udyr (FR/SH),Heimerdinger/Jayce (PZ/SI),1,3,0.333333333333333
Kalista/Norra (BC/SI),Jack/Sett (BW/IO),1,3,0.333333333333333
Jax/Ornn (FR/RU),Tryndamere/Volibear (FR/NX),1,3,0.333333333333333
Sion/Viego (NX/SI),Janna/Teemo (DE/PZ),1,3,0.333333333333333
Ahri/Akshan (IO/SH),Aatrox/Kayn (RU/RU),1,3,0.333333333333333
Maokai (BW/SI),Aurelion Sol/Volibear (FR/MT),1,3,0.333333333333333
Gnar/Renekton (FR/SH),Janna/Nilah (BW/PZ),1,3,0.333333333333333
Nilah/Samira (BW/NX),Janna/Nilah (BW/PZ),1,3,0.333333333333333
Senna/Veigar (BC/SI),Janna/Seraphine (PZ/SI),1,3,0.333333333333333
Janna/Teemo (DE/PZ),Seraphine (IO/PZ),1,3,0.333333333333333
Seraphine (IO/PZ),Akshan/Pantheon (MT/SH),1,3,0.333333333333333
Seraphine (PZ/SI),Aurelion Sol/Volibear (FR/MT),1,3,0.333333333333333
Janna (MT/PZ),Karma/Sett (IO/SI),1,3,0.333333333333333
Janna/Samira (NX/PZ),Karma/Sett (IO/SI),1,3,0.333333333333333
Ekko/Janna (PZ/SH),Janna/Volibear (FR/PZ),1,3,0.333333333333333
Jack/Sett (BW/IO),Heimerdinger/Norra (BC/IO),1,3,0.333333333333333
Viego (NX/SI),Norra/Teemo (BC/PZ),1,3,0.333333333333333
Janna (PZ/SI),Lissandra/Volibear (BW/FR),1,3,0.333333333333333
Fizz/Samira (BW/NX),Gnar/Jarvan IV (DE/FR),1,3,0.333333333333333
Azir/Nasus/Renekton (SH),Ahri/Kennen (FR/IO),1,3,0.333333333333333
The Poro King/Yuumi (MT/RU),Galio/Udyr (DE/FR),1,3,0.333333333333333
Norra/Yuumi (BC/FR),Maokai/Nautilus (BW/SI),1,3,0.333333333333333
Gwen/Vayne (DE/SI),Evelynn/Nidalee (RU/SH),1,3,0.333333333333333
Tryndamere/Volibear (FR/NX),Janna/Nilah (BW/PZ),1,3,0.333333333333333
