archetype_1,archetype_2,mu_win,mu_n,mu_wr
Elder Dragon/Volibear (RU/FR),Elder Dragon/Volibear (RU/FR),4341,8682,0.5
Elder Dragon/Volibear (RU/FR),Lissandra/Volibear (BW/FR),11,12,0.916666666666667
Miss Fortune/Quinn (BW/DE),Caitlyn/Teemo (FR/PZ),11,12,0.916666666666667
Kalista/Mordekaiser (NX/SI),Jayce/Morgana (MT/PZ),11,12,0.916666666666667
Karma/Sett (IO/PZ),Kayle/Yuumi (FR/MT),11,12,0.916666666666667
Elder Dragon/Garen/Jarvan IV (RU/DE),Seraphine/Sett (IO/PZ),11,12,0.916666666666667
Elder Dragon/Gnar/Norra (RU/BC),Mordekaiser/Senna (NX/SI),11,12,0.916666666666667
The Poro King (MT/RU),Karma/Sett (FR/IO),11,12,0.916666666666667
Mordekaiser/Morgana (DE/SI),Bard/Norra (BC/RU),11,12,0.916666666666667
Lissandra/Volibear (BW/FR),Elder Dragon/Volibear (RU/FR),1,12,0.0833333333333333
Caitlyn/Teemo (FR/PZ),Miss Fortune/Quinn (BW/DE),1,12,0.0833333333333333
Jayce/Morgana (MT/PZ),Kalista/Mordekaiser (NX/SI),1,12,0.0833333333333333
Kayle/Yuumi (FR/MT),Karma/Sett (IO/PZ),1,12,0.0833333333333333
Seraphine/Sett (IO/PZ),Elder Dragon/Garen/Jarvan IV (RU/DE),1,12,0.0833333333333333
Mordekaiser/Senna (NX/SI),Elder Dragon/Gnar/Norra (RU/BC),1,12,0.0833333333333333
Karma/Sett (FR/IO),The Poro King (MT/RU),1,12,0.0833333333333333
Bard/Norra (BC/RU),Mordekaiser/Morgana (DE/SI),1,12,0.0833333333333333
Morgana (DE/MT),Elder Dragon/Volibear (RU/FR),13,39,0.333333333333333
The Poro King/Yuumi (MT/RU),Ashe/LeBlanc (FR/NX),13,39,0.333333333333333
Elder Dragon/Lissandra (RU/FR),Elder Dragon/Garen (RU/DE),13,39,0.333333333333333
Ashe/LeBlanc (FR/NX),Jarvan IV/Shen (DE/IO),13,39,0.333333333333333
Elder Dragon/Volibear (RU/FR),Morgana (DE/MT),26,39,0.666666666666667
Ashe/LeBlanc (FR/NX),The Poro King/Yuumi (MT/RU),26,39,0.666666666666667
