archetype_1,archetype_2,mu_win,mu_n,mu_wr
Pyke/Rek'Sai (BW/SH),Aatrox (RU/BW),8,26,0.307692307692308
Azir/Hecarim (SI/SH),Lulu/Zed (DE/IO),8,26,0.307692307692308
Volibear (FR/SI),Karma/Sett (FR/IO),8,26,0.307692307692308
Aatrox (RU/BW),Pyke/Rek'Sai (BW/SH),18,26,0.692307692307692
Lulu/Zed (DE/IO),Azir/Hecarim (SI/SH),18,26,0.692307692307692
Karma/Sett (FR/IO),Volibear (FR/SI),18,26,0.692307692307692
Caitlyn/Teemo (BC/PZ),Pyke/Rek'Sai (BW/SH),117,493,0.237322515212982
Pyke/Rek'Sai (BW/SH),Caitlyn/Teemo (BC/PZ),376,493,0.762677484787018
Caitlyn/Teemo (BC/PZ),Caitlyn/Teemo (FR/PZ),189,423,0.446808510638298
Caitlyn/Teemo (FR/PZ),Caitlyn/Teemo (BC/PZ),234,423,0.553191489361702
Caitlyn/Teemo (BC/PZ),Kindred/Viego (SI),1,1,1
Master Yi/Taliyah (IO/SH),Gwen/Mordekaiser (BC/SI),1,1,1
Master Yi/Taliyah (IO/SH),Anivia (FR/SI),1,1,1
Elder Dragon/Galio/Morgana (RU/DE),Ezreal/Seraphine (IO/PZ),1,1,1
Master Yi/Taliyah (IO/SH),Twisted Fate (BW/NX),1,1,1
Master Yi/Taliyah (IO/SH),Caitlyn/Teemo (BC/PZ),1,1,1
Mordekaiser/Viego (NX/SI),Championless (FR/MT),1,1,1
Mordekaiser/Viego (NX/SI),Illaoi/Vayne (BW/DE),1,1,1
Gwen/Mordekaiser (BC/SI),Azir/Nasus (MT/SH),1,1,1
Azir/Nasus (MT/SH),Azir/Nasus (SH),1,1,1
Azir/Nasus (MT/SH),Caitlyn/Teemo (BC/PZ),1,1,1
Azir/Nasus (MT/SH),Mordekaiser/Nasus (SI/SH),1,1,1
Lulu/Zed (DE/IO),Azir/Nasus (MT/SH),1,1,1
Azir/Nasus (MT/SH),Caitlyn/Teemo (FR/PZ),1,1,1
Azir/Nasus (MT/SH),Karma/Sett (FR/IO),1,1,1
Azir/Nasus (MT/SH),Mordekaiser/Viego (NX/SI),1,1,1
Mordekaiser/Viego (SI/SH),Aatrox/Morgana/Vayne (RU/DE),1,1,1
Illaoi (BW/IO),Mordekaiser/Viego (SI/SH),1,1,1
Mordekaiser/Viego (SI/SH),Miss Fortune/Sejuani (BW/FR),1,1,1
