archetype_1,archetype_2,mu_win,mu_n,mu_wr
Annie/Jhin (RU/NX),Morgana/Riven (MT/NX),102,208,0.490384615384615
Morgana/Riven (MT/NX),Annie/Jhin (RU/NX),106,208,0.509615384615385
Elder Dragon/Volibear (RU/FR),Morgana/Riven (MT/NX),80,334,0.239520958083832
Morgana/Riven (MT/NX),Elder Dragon/Volibear (RU/FR),254,334,0.760479041916168
Diana/Morgana (MT/NX),Morgana/Riven (MT/NX),2,5,0.4
(BC/IO),Morgana/Seraphine (MT/PZ),2,5,0.4
Leona (MT/NX),Elder Dragon/Garen (RU/DE),2,5,0.4
Elder Dragon/Shyvana (RU/DE),(BC/IO),2,5,0.4
Elder Dragon (RU/MT),Gwen/Zed (IO/SI),2,5,0.4
Elder Dragon/Volibear (RU/FR),Leona (MT/NX),2,5,0.4
Bard/Norra (BC/RU),Elder Dragon/Garen (RU/DE),2,5,0.4
Morgana/Riven (MT/NX),Aurelion Sol/Volibear (FR/MT),2,5,0.4
Aurelion Sol/Volibear (FR/MT),Elder Dragon/Garen (RU/DE),2,5,0.4
Gwen/Riven (NX/SI),Elder Dragon/Galio/Garen (RU/DE),2,5,0.4
Fizz (BW/MT),Mordekaiser/Morgana (DE/SI),2,5,0.4
Karma/Sett (IO/PZ),Teemo/Yuumi (BC/FR),2,5,0.4
Maokai/Nautilus (BW/SI),Maokai (BW/SI),2,5,0.4
Elder Dragon/Garen (RU/DE),Elder Dragon/Gnar/Tristana (RU/BC),2,5,0.4
Seraphine/Sett (IO/PZ),Janna/Seraphine (MT/PZ),2,5,0.4
Elder Dragon/Volibear (RU/FR),Garen/Jarvan IV (DE/SH),2,5,0.4
Kayn/Morgana (DE/RU),Seraphine/Sett (IO/PZ),2,5,0.4
Elder Dragon/Garen (RU/DE),Elder Dragon/Morgana/Yuumi (RU/MT),2,5,0.4
Elder Dragon/Norra (RU/BC),Garen/Jarvan IV (DE/SH),2,5,0.4
Mordekaiser/Nasus (SI/SH),Kalista/Mordekaiser (NX/SI),2,5,0.4
Yuumi (MT/PZ),Elder Dragon/Garen (RU/DE),2,5,0.4
LeBlanc/Mordekaiser (NX/SI),Elder Dragon/Gnar/Norra (RU/BC),2,5,0.4
Jarvan IV/Shen (DE/IO),Elder Dragon/Galio/Garen (RU/DE),2,5,0.4
