archetype_1,archetype_2,mu_win,mu_n,mu_wr
Gnar/Nidalee (BC/SH),Darius/Gnar (FR/NX),3,13,0.230769230769231
Akshan/Lee Sin (IO/SH),Jack/Sett (BW/IO),3,13,0.230769230769231
Nasus/Thresh (SI/SH),Jack/Sett (BW/IO),3,13,0.230769230769231
Ashe/Tahm Kench (BW/FR),Championless (SI),3,13,0.230769230769231
Gwen/Vayne (DE/SI),Jayce/Lux (DE/PZ),3,13,0.230769230769231
Aatrox/Morgana/Vayne (RU/DE),Championless (SI),3,13,0.230769230769231
Darius/Gnar (FR/NX),Gnar/Nidalee (BC/SH),10,13,0.769230769230769
Jack/Sett (BW/IO),Akshan/Lee Sin (IO/SH),10,13,0.769230769230769
Jack/Sett (BW/IO),Nasus/Thresh (SI/SH),10,13,0.769230769230769
Championless (SI),Ashe/Tahm Kench (BW/FR),10,13,0.769230769230769
Jayce/Lux (DE/PZ),Gwen/Vayne (DE/SI),10,13,0.769230769230769
Championless (SI),Aatrox/Morgana/Vayne (RU/DE),10,13,0.769230769230769
Ashe (FR/PZ),Akshan/Varus (SH/RU),34,61,0.557377049180328
Akshan/Varus (SH/RU),Ashe (FR/PZ),27,61,0.442622950819672
Lee Sin/Viktor (IO/PZ),Darius/Gnar (FR/NX),11,20,0.55
Morgana/Udyr (DE/FR),Aatrox/Morgana (RU/DE),11,20,0.55
Sett (IO/PZ),Akshan/Varus (SH/RU),11,20,0.55
Galio/Udyr (DE/FR),Morgana/Udyr (DE/FR),11,20,0.55
Kayle (BW/MT),Aatrox/Kayn (RU/RU),11,20,0.55
Darius/Gnar (FR/NX),Lee Sin/Viktor (IO/PZ),9,20,0.45
Aatrox/Morgana (RU/DE),Morgana/Udyr (DE/FR),9,20,0.45
Akshan/Varus (SH/RU),Sett (IO/PZ),9,20,0.45
Morgana/Udyr (DE/FR),Galio/Udyr (DE/FR),9,20,0.45
Aatrox/Kayn (RU/RU),Kayle (BW/MT),9,20,0.45
Kayle (BW/MT),Darius/Gnar (FR/NX),24,61,0.39344262295082
Darius/Gnar (FR/NX),Kayle (BW/MT),37,61,0.60655737704918
Darius (FR/NX),Darius/Gnar (FR/NX),7,23,0.304347826086957
Aphelios/Viktor (MT/PZ),Akshan/Varus (SH/RU),7,23,0.304347826086957
Darius/Gnar (FR/NX),Darius (FR/NX),16,23,0.695652173913044
Akshan/Varus (SH/RU),Aphelios/Viktor (MT/PZ),16,23,0.695652173913044
Morgana/Udyr (DE/FR),Darius/Gnar (FR/NX),22,38,0.578947368421053
Gnar/Nidalee (BC/SH),Championless (SI),22,38,0.578947368421053
Darius/Gnar (FR/NX),Morgana/Udyr (DE/FR),16,38,0.421052631578947
